name,OH,filling,center,sigma_c,skewness,kurtosis,local_Pauling,IonizationPotential,ElectronAffinity,Pauling,WorkFunction,dBandCenter,AtomicRadius,OrbitalRadius
Pd-M-Pd-Nb,0.875756,0.9180247890000001,-2.507806344,1.621002312,1.077438956,4.896078298,1.999548172,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Mo,0.774282,0.916635875,-2.418813685,1.603857616,0.858023506,4.275912022,2.18792284,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Ru,0.840058,0.9148028640000001,-2.127336009,1.531920259,0.5260170239999999,3.85124121,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Rh,0.926235,0.915454118,-1.9675259319999998,1.4971415719999999,0.495433161,3.9929440339999998,2.223700689,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Ag,1.227099,0.9234882729999999,-1.591544443,1.4037404359999999,0.229305848,4.5945550189999995,2.115256651,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Ta,0.811767,0.916512677,-2.600474067,1.69065231,1.070714948,4.989575079,1.961206185,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-W,0.693322,0.91616129,-2.551172435,1.692883911,0.83843361,4.342838562,2.24682619,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Re,0.6482399999999999,0.9178361859999999,-2.455038777,1.6872165780000001,0.593357049,3.8862300339999996,2.105338619,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Os,0.668473,0.9137105879999999,-2.307671939,1.6610005819999998,0.398295368,3.76175748,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Ir,0.800351,0.9161486109999999,-2.142001642,1.599590106,0.28999536600000003,3.8913336000000003,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Pt,0.902149,0.9213774859999999,-1.8694511619999998,1.512013705,0.20665747,4.002521055,2.223700689,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-M-Pd-Au,1.079975,0.9249082820000001,-1.6495198359999999,1.450175021,0.058624814000000004,4.468976586,2.296920647,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ni-M-Ni-Ti,0.592385,0.876104393,-1.453256879,1.36249966,0.9559792579999999,5.58452183,1.790521636,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-V,0.35927800000000004,0.8723539109999999,-1.591291895,1.4165732469999999,0.841860475,5.17205151,1.821292245,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Cr,0.309869,0.8686144570000001,-1.5756881580000002,1.401397715,0.6737802079999999,4.900587582,1.831284348,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Fe,0.583043,0.8691337790000001,-1.4237201380000002,1.38205788,0.56337847,5.044497906,1.8856395730000002,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Co,0.477354,0.868437604,-1.531884557,1.399576933,0.497164129,4.931796439,1.9009500780000002,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Cu,0.6016560000000001,0.875664845,-1.142883571,1.298632465,0.301462998,5.405059994,1.9069944859999999,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Zn,0.6337649999999999,0.8802303509999999,-1.269751798,1.338555948,0.032274909,7.959578283,1.827967796,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Nb,0.45015900000000003,0.8688869929999999,-1.341338801,1.3725667680000002,0.785731104,5.72609067,1.8111705669999998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Rh,0.306419,0.867470016,-1.389012326,1.38825194,0.26500495399999996,5.237230356,2.014205656,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Pd,0.480375,0.8657945109999999,-1.2781206,1.336267082,0.248583382,5.376529733,1.992737811,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-M-Ni-Ta,0.369256,0.871145046,-1.441013739,1.414628349,0.7397433720000001,5.7016669339999995,1.7764407819999999,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Rh-M-Rh-Ti,0.9096799999999999,0.810123803,-1.7411732469999999,1.960724677,0.7053749429999999,3.2502205330000002,2.026798663,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-V,0.769617,0.794712291,-1.8126448030000002,1.99379682,0.607667465,3.014313535,2.061629758,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Cr,0.5859949999999999,0.791451868,-1.930027245,1.991882324,0.538057616,2.9427110260000005,2.072940417,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Fe,0.722659,0.798377468,-1.515103735,1.84925361,0.40138033100000003,3.167539905,2.134468352,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Co,0.700803,0.795793726,-1.631267627,1.890222738,0.383391198,3.1134374310000004,2.15179923,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Ni,0.681815,0.7923401520000001,-1.608584993,1.86210513,0.391385295,3.1567037819999997,2.162043378,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Cu,0.646328,0.797857429,-1.433581948,1.798407045,0.320202783,3.2797587960000003,2.1586412569999998,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Zn,0.9780260000000001,0.8263461129999999,-1.53130537,1.837032051,0.067210326,3.9694669589999996,2.069186214,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Ga,1.0073809999999999,0.8101191,-1.7085561930000002,2.017611519,0.018715378,4.745426641,2.1274431590000003,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Nb,0.916575,0.8037206240000001,-1.697788712,1.985340081,0.623350006,3.2494446439999995,2.050172424,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Mo,0.682064,0.790983621,-1.7904331969999998,2.006558545,0.48129596,2.9569104680000002,2.243316333,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Ru,0.50551,0.786234271,-1.716020487,1.9153569769999998,0.289684327,2.994031937,2.25569926,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Pd,0.499072,0.794966068,-1.529294798,1.798281483,0.245312721,3.236421268,2.25569926,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Ag,0.519794,0.78846455,-1.2880833790000001,1.730709885,0.165278584,3.541283092,2.1688103919999997,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-In,0.8180689999999999,0.811732509,-1.584951369,1.8802479619999999,0.069052791,4.801125745,2.116802762,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Ta,0.9026299999999999,0.800521371,-1.714999581,2.037092596,0.60474733,3.28976507,2.0108597009999998,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-W,0.665111,0.792234668,-1.8603653359999999,2.090825983,0.467945703,3.028165885,2.303710988,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Re,0.536503,0.795900339,-1.986090779,2.1012352869999997,0.321986325,2.907446999,2.1586412569999998,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Os,0.39821100000000004,0.7927496,-1.9063158119999999,2.0530094930000002,0.19099238600000001,2.9755986119999998,2.25569926,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Ir,0.46538500000000005,0.796345283,-1.827017504,1.977847881,0.105859144,3.1422871860000003,2.25569926,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Pt,0.470394,0.7897964279999999,-1.593814076,1.87512711,0.058788695,3.3155292239999996,2.28,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-M-Rh-Au,0.44749399999999995,0.798651088,-1.4107527290000001,1.779261941,0.043441583,3.573566475,2.355073729,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Ir-M-Ir-Ti,0.889481,0.7909689870000001,-1.95523802,2.35989534,0.5170900829999999,2.8385035210000003,1.976751572,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-V,0.833952,0.77685954,-2.068625338,2.389982397,0.449626531,2.65611243,2.010722593,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Cr,0.64748,0.770433583,-2.1401042340000003,2.379993935,0.39348467600000003,2.595957596,2.021753963,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Mn,1.453544,0.77098838,-2.004364882,2.350609761,0.351672098,2.678486756,1.980593667,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Fe,0.7433529999999999,0.779638123,-1.893403184,2.260732035,0.291180895,2.750033005,2.081762607,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Co,0.707737,0.775705449,-1.947246239,2.2844862519999998,0.275857902,2.698989521,2.098665539,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Ni,0.75643,0.7738712390000001,-1.935979921,2.261314937,0.279695929,2.739591182,2.108656732,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Cu,0.700286,0.780303825,-1.766685241,2.2158923280000002,0.194624078,2.790609763,2.105338619,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Zn,1.071955,0.7961880090000001,-1.7701762890000001,2.2330976369999997,0.07231804,3.181011862,2.01809246,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Ga,1.073901,0.7917582540000001,-1.983685441,2.392053635,0.029434078,3.438255298,2.074910885,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Zr,1.103488,0.7894740020000001,-1.7390341280000001,2.253029262,0.43111561,2.92867567,1.8916961019999998,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Nb,0.948542,0.780364342,-1.86654655,2.374613129,0.43906788,2.774868285,1.999548172,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Mo,0.780546,0.772118273,-2.043806495,2.405659108,0.37002406200000004,2.6151157069999997,2.18792284,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Ru,0.646247,0.7617009159999999,-1.9655837680000001,2.323765295,0.20364751899999997,2.562123042,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Rh,0.6900390000000001,0.7738004820000001,-2.022857262,2.295786836,0.18703636199999998,2.667664734,2.223700689,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Pd,0.5334369999999999,0.771084069,-1.815737711,2.209335581,0.140376878,2.74656985,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Ag,0.571626,0.7856781429999999,-1.643273126,2.136404024,0.077121224,2.934356885,2.115256651,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-In,0.856351,0.79248891,-1.88555971,2.244369022,0.079694803,3.3843014080000002,2.0645332290000002,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Sn,0.47601800000000005,0.796661356,-2.093612673,2.388277414,-0.050948607,3.596520876,2.125067346,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Ta,0.953674,0.780926663,-1.934540529,2.433159851,0.447078509,2.807582392,1.961206185,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-W,0.766129,0.773979385,-2.131834618,2.500347331,0.372740099,2.6262577680000003,2.24682619,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Re,0.6650119999999999,0.771994066,-2.1738621069999997,2.505362496,0.261221301,2.54301245,2.105338619,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Os,0.5579609999999999,0.768014416,-2.1445940080000003,2.472220134,0.151768501,2.5282749840000003,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Pt,0.500365,0.768904423,-1.929956997,2.3080711,0.028101551000000002,2.717129256,2.223700689,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-M-Ir-Au,0.42795,0.78113693,-1.7102343919999998,2.185508028,-0.022449675,2.8899428339999997,2.296920647,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Re-M-Re-Mn,-0.088172,0.582803411,-0.7964073759999999,2.66843642,0.09662507699999999,2.086211627,1.7874217159999999,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-M-Re-Ru,-0.153321,0.577270183,-0.9083003479999999,2.7004918769999997,-0.020500616,2.120289353,1.985428835,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-M-Re-Os,-0.084703,0.5894547410000001,-1.042366188,2.870830733,-0.067010368,2.1535061630000003,1.985428835,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Ru-M-Ru-Cr,0.573951,0.734828315,-1.462653762,2.078895891,0.23392112899999998,2.190906926,2.021753963,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Fe,0.40366799999999997,0.7207569490000001,-1.2947740620000001,1.9885538930000002,0.232922682,2.59806888,2.081762607,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Co,0.3473,0.714282374,-1.32557495,2.029016024,0.21133965100000002,2.59253235,2.098665539,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Ni,0.30906100000000003,0.709510547,-1.309519026,1.986679729,0.22478087600000002,2.668393173,2.108656732,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Cu,0.09025,0.7144735609999999,-1.167123512,1.945451751,0.164963939,2.8137836569999997,2.105338619,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Zn,0.27871,0.731829793,-1.18695133,1.961883171,-0.039369552,3.475765958,2.01809246,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Ga,0.564678,0.7356918570000001,-1.243773929,2.143890647,-0.22378360100000003,4.5136800919999995,2.074910885,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Zr,-0.21375100000000002,0.719594988,-1.0281155659999999,1.9423319190000001,0.42043106700000005,2.7675864619999997,1.8916961019999998,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Nb,0.34579899999999997,0.728192562,-1.063838024,2.065079071,0.35454888,2.573258025,1.999548172,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Mo,0.672074,0.72399971,-1.187075467,2.152596696,0.241472507,2.364638589,2.18792284,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Rh,0.317844,0.716147649,-1.3948845380000001,2.029952516,0.08168517900000001,2.599588395,2.223700689,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Pd,0.125782,0.710297615,-1.288689015,1.946368047,0.049727727,2.7598145439999997,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Ag,-0.08621799999999999,0.711942636,-1.0975676109999999,1.9059929930000001,0.040037907000000005,3.050098534,2.115256651,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-In,0.374399,0.7301236320000001,-1.213390607,2.017927004,-0.204260997,4.775580556,2.0645332290000002,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Sn,0.48058599999999996,0.731332072,-1.346839347,2.182061176,-0.31574703600000004,4.459871512,2.125067346,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Ta,0.324719,0.7321758279999999,-1.10408916,2.1277381440000003,0.35091292399999996,2.662932442,1.961206185,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-W,0.668024,0.734165062,-1.223239851,2.239855674,0.255345155,2.5123775740000003,2.24682619,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Os,0.275899,0.7211090029999999,-1.533173989,2.230557845,0.000851871,2.518747635,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Ir,0.30499699999999996,0.7113405970000001,-1.421144934,2.143146765,-0.09181417,2.711083214,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Pt,0.234915,0.7087633390000001,-1.3566869819999998,2.060549385,-0.128917518,2.916962805,2.223700689,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru-M-Ru-Au,-0.048119999999999996,0.713228282,-1.178603349,1.973865084,-0.123424851,3.1998207119999997,2.296920647,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Os-M-Os-V,0.23306500000000002,0.7283698120000001,-1.493939266,2.480486102,0.206316401,2.184506115,2.010722593,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Cr,0.371836,0.7117247179999999,-1.607067944,2.539489943,0.17870382899999998,2.132081274,2.021753963,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Mn,0.159935,0.696345745,-1.6634559740000001,2.600733239,0.20404134399999999,2.212144661,1.980593667,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Fe,0.159195,0.695304776,-1.505406644,2.4938242269999997,0.18388640399999998,2.362442747,2.081762607,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Co,0.103806,0.686977475,-1.5302873119999998,2.518333203,0.17158174199999998,2.3483097180000003,2.098665539,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Zn,-0.172966,0.712174172,-1.465977568,2.4356103609999997,-0.006469671,2.8401732180000003,2.01809246,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Zr,-0.5592159999999999,0.704370726,-1.280940261,2.397569584,0.281693611,2.5169746319999997,1.8916961019999998,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Nb,0.152079,0.716949402,-1.317926463,2.511457364,0.25778019399999996,2.37658862,1.999548172,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Mo,0.41058,0.707297594,-1.385800015,2.634174981,0.195034827,2.217167239,2.18792284,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Ru,0.08941,0.685500381,-1.5609213309999999,2.571161977,0.08694085800000001,2.258994056,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Rh,-0.016179,0.684576277,-1.5432627890000001,2.53787364,0.06013853,2.339102536,2.223700689,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Ta,0.16000899999999998,0.717205448,-1.35343068,2.578678047,0.269227922,2.408974145,1.961206185,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-W,0.402565,0.7111280520000001,-1.380330598,2.726344675,0.210383044,2.276010999,2.24682619,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Re,0.21739299999999998,0.771634622,-2.190493064,2.445958606,-0.003612298,2.206134127,2.105338619,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os-M-Os-Ir,0.093398,0.6886236040000001,-1.632722946,2.658424499,-0.043487887,2.362805954,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
W-M-W-Sc,-0.9818030000000001,0.583483549,-0.33641345899999997,1.999045907,0.008240744,2.257270394,2.000322751,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Ti,-1.204021,0.609244909,-0.499136035,2.004714641,0.00731075,2.219971249,2.076321583,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-V,-1.651676,0.604314174,-0.48657152,2.1491196280000002,-0.023747882,2.125369914,2.1120037419999997,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Cr,-1.265101,0.5918963079999999,-0.459265108,2.203383788,-0.109103613,2.057950513,2.123590767,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Mn,-0.9221229999999999,0.5756202770000001,-0.395169765,2.226047006,-0.155990888,2.049056949,2.080357206,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Fe,-0.801096,0.548927215,-0.32686114,2.205228273,-0.20167145,2.090390581,2.186622079,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Co,-0.6503180000000001,0.537009529,-0.333239176,2.285405616,-0.20434724699999998,2.091899128,2.20437642,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Ni,-0.707023,0.529144297,-0.324657732,2.285467641,-0.203060728,2.168473493,2.214870875,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Cu,-0.956303,0.51864045,-0.144349371,2.255188796,-0.20063450600000002,2.397256266,2.2113856259999998,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Zn,-1.190806,0.536353965,-0.16975337,2.297254213,-0.263792566,2.8858854839999997,2.119744833,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Ga,-1.327075,0.528926557,-0.133305859,2.430434095,-0.459339626,3.589552278,2.179425232,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Y,-3.5645540000000002,0.5624668310000001,-0.238747022,2.011174413,-0.022954207,2.2626397380000003,1.936182771,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Zr,-2.002457,0.561733032,-0.22731778600000002,2.060574335,-0.033156013,2.191550042,1.9869818240000001,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Nb,-2.078622,0.567842996,-0.257447999,2.1126273540000002,-0.054732607999999995,2.154937218,2.100266459,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Mo,-1.8139,0.56473897,-0.22426346100000003,2.225884267,-0.087904171,2.13105327,2.298129658,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Ru,-0.547732,0.5390889170000001,-0.242484776,2.341179525,-0.268243899,2.134252524,2.310815151,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Rh,-0.57453,0.52617033,-0.302006968,2.367242169,-0.30837685,2.201878265,2.335709656,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Pd,-0.790533,0.516389355,-0.279534692,2.299461763,-0.3362498,2.389039298,2.310815151,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Ag,-1.0425659999999999,0.514698462,-0.10430848300000001,2.215687167,-0.32191489100000004,2.682638875,2.221803235,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-In,-1.402945,0.532602543,-0.195531834,2.323411855,-0.619851052,4.623766166,2.168524848,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Sn,-1.356223,0.542685657,-0.285443147,2.353505944,-0.557648679,3.605899726,2.2321081,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Re,-0.818094,0.6426360720000001,-0.7525926959999999,2.141206044,-0.289806782,2.342625735,2.2113856259999998,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Os,-0.556774,0.547736168,-0.313423033,2.474127491,-0.314615043,2.283805542,2.310815151,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Au,-1.067964,0.5178496260000001,-0.21918793600000003,2.351746082,-0.470849102,2.9020379530000002,2.412617741,7.98,0.86,2.36,5.09,0.77,1.56,1.27
W-M-W-Tl,-1.56514,0.52763793,-0.21985253300000002,2.311034264,-0.911495939,5.642358091,2.108108243,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Ni-Ni3M-Sc,0.46197299999999997,0.877345913,-1.158323778,1.232370573,0.8505405340000001,6.207839517999999,1.846221998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Ti,0.453218,0.877088931,-1.2509221590000001,1.304347095,0.670088118,5.452458363,1.8693133290000001,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-V,-0.04572,0.872757015,-1.386622091,1.3515328619999998,0.572367074,5.050926786000001,1.8799607880000002,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Mn,0.6334810000000001,0.8693083779999999,-1.338842071,1.346870391,0.5461147789999999,5.1346471639999995,1.870523636,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Co,0.06278099999999999,0.865662405,-1.427583808,1.377518234,0.47095086700000005,4.942833212,1.9069785819999998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Cu,0.518211,0.870360207,-1.314528649,1.337147914,0.420993347,5.112893557,1.9089976359999998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Zn,0.517656,0.876712218,-1.29597081,1.305582058,0.35617497600000003,5.80638165,1.88225485,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Ga,0.482286,0.873215176,-1.2955485409999998,1.32165419,0.296026343,6.854428761,1.899756276,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Zr,-0.350169,0.876068181,-1.092046471,1.232059932,0.822810723,6.21702789,1.84210845,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Nb,-0.208815,0.873569959,-1.281830146,1.313821155,0.688599124,5.597975149,1.8764717419999999,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Mo,-0.080052,0.8657190999999999,-1.3388075659999998,1.340970714,0.503829661,5.27960444,1.933639039,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Rh,0.391848,0.8669961709999999,-1.344106566,1.319772886,0.426243514,5.203641546,1.9441220019999998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Ag,0.41889099999999996,0.87146857,-1.221159408,1.239658578,0.338820891,5.9650260920000004,1.911990638,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Sn,0.368385,0.8818102290000001,-1.213817615,1.229044389,0.348975983,7.20341134,1.914942058,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Ta,-0.219408,0.872678211,-1.251224553,1.334631618,0.689386776,5.64229022,1.864400267,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-W,0.349071,0.870130535,-1.406191961,1.3788971140000001,0.524371424,5.3273092239999995,1.950838109,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Re,-0.0376,0.871717525,-1.4333040890000002,1.391615735,0.38239626200000004,5.16280469,1.9089976359999998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Pt,0.371687,0.8692312209999999,-1.321235364,1.303880443,0.292030762,5.486551567999999,1.9441220019999998,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Au,0.382718,0.864295025,-1.213907991,1.258763413,0.203081755,6.10344864,1.965230077,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni-Ni3M-Pb,0.342194,0.876883876,-1.161431899,1.194543917,0.3199511,8.043172284,1.948343929,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Pd-Pd3M-Sc,1.098278,0.921800208,-1.7387079580000002,1.412439405,0.795367678,4.810576035,2.096690385,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
