name,filling,center,sigma_c,skewness,kurtosis,local_Pauling,IonizationPotential,ElectronAffinity,Pauling,WorkFunction,dBandCenter,AtomicRadius,OrbitalRadius
Pd2Ru2-Pd,0.706980377,-1.17895074,1.836990587,-0.001344918,2.815852898,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Pd2Rh2-Pd,0.799628248,-1.385780565,1.682009081,0.226756104,3.39233303,2.223700689,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Pd2Pd2-Pd,0.917379148,-1.711710888,1.426114733,0.390813626,3.983479784,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Ag2-Pd,0.981163312,-3.405764138,1.241038831,1.839003422,9.073985046,2.115256651,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Pd2La2-Pd,0.264388038,0.838012933,2.709737133,-0.77303082,3.343581204,1.786955272,5.77,0.5,1.1,3.3,2,1.92,1.58
Pd2Ta2-Pd,0.363558626,0.323042449,2.625323602,-0.53007206,2.40068553,1.961206185,7.89,0.32,1.5,4.86,2,1.62,1.34
Pd2W2-Pd,0.460945523,-0.361352916,2.466145066,-0.389765939,2.329121153,2.24682619,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Pd2Re2-Pd,0.578513721,-0.957929599,2.312017667,-0.213447673,2.342625754,2.105338619,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Pd2Os2-Pd,0.679788957,-1.358609417,2.14255856,-0.025259014,2.508068952,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Pd2Ir2-Pd,0.775365548,-1.610952282,1.975694116,0.186263166,2.84429988,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Pd2Pt2-Pd,0.883151498,-1.922132591,1.753614265,0.402536208,3.383668425,2.223700689,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pd2Au2-Pd,0.967929876,-3.130751075,1.548879439,1.118932887,5.326878388,2.296920647,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Ag2Sc2-Ag,0.175280985,1.202874263,1.770160542,-1.338089276,6.348977759,1.737607926,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Ag2Ti2-Ag,0.240219584,0.672176501,1.517756843,-0.944198382,6.80367839,1.803625358,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Ag2V2-Ag,0.37891811,0.760422148,1.922069497,-0.478500032,3.50286479,1.834621157,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Ag2Cr2-Ag,0.489924746,0.569653626,2.264021202,-0.148427953,2.285982131,1.844686386,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Ag2Mn2-Ag,0.54228277,-0.89709944,2.347535177,0.137359614,1.814979741,1.807130958,7.43,0,1.55,5.45,0.07,1.43,0.86
Ag2Fe2-Ag,0.671197735,-1.174987701,1.792101935,0.161842409,2.670730287,1.899439404,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Ag2Co2-Ag,0.768123411,-1.058566169,1.399125734,0.088690112,4.736288347,1.914861957,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Ag2Ni2-Ag,0.894390586,-0.677138219,1.003122357,-0.229012035,12.3114472,1.92397811,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ag2Cu2-Ag,0.979770286,-1.992381475,0.869031735,0.527095998,16.6282209,1.9209506,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Ag2Y2-Ag,0.21083549,1.383997141,2.298758927,-0.934075516,4.185017782,1.681891848,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Ag2Zr2-Ag,0.29477953,0.799576413,2.177088072,-0.850644692,4.058633938,1.726019145,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Ag2Nb2-Ag,0.406532428,0.124245462,1.99461561,-0.749259997,4.131377092,1.824425405,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Ag2Mo2-Ag,0.515441677,-0.11550897,1.899713383,-0.551458837,3.923211373,1.996301999,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Ag2Ru2-Ag,0.723511967,-0.856219344,1.62905602,-0.2286981,4.300388899,2.007321427,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ag2Rh2-Ag,0.824157149,-0.918143677,1.431537303,-0.119545221,5.703309963,2.028946383,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Ag2Pd2-Ag,0.937049856,-1.416585844,1.267835093,-0.033215349,6.74741979,2.007321427,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ag2Ag2-Ag,0.979916623,-3.976142801,1.130814849,2.4147611,16.5596864,1.93,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2La2-Ag,0.252596902,1.115240126,2.288690569,-0.838138156,4.14387078,1.600180969,5.77,0.5,1.1,3.3,2,1.92,1.58
Ag2Ta2-Ag,0.375001343,0.270603577,2.169728128,-0.742089418,3.78104257,1.789441454,7.89,0.32,1.5,4.86,2,1.62,1.34
Ag2W2-Ag,0.478392144,-0.087127296,2.058939722,-0.602698141,3.723139319,2.050046524,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Ag2Re2-Ag,0.599702109,-0.540912176,1.945460265,-0.425659423,3.727852418,1.9209506,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Ag2Os2-Ag,0.707443015,-0.799363266,1.777677512,-0.363459862,4.125650781,2.007321427,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Ag2Ir2-Ag,0.802828472,-1.058126514,1.662870201,-0.136824926,4.493950541,2.007321427,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ag2Pt2-Ag,0.906740168,-1.474383162,1.527013929,0.124643902,5.119888327,2.028946383,9,2.13,2.28,6.74,-2.25,1.53,1.04
Ag2Au2-Ag,0.973200527,-3.480287788,1.365794275,1.392417271,9.010583796,2.09575365,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Os2Sc2-Os,0.222716981,1.573549867,2.282913015,-1.12266932,3.764620776,1.904397265,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Os2Ti2-Os,0.268879547,1.053073547,2.04647113,-1.050047143,3.872750157,1.976751572,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Os2V2-Os,0.389006264,0.311003169,2.08748504,-0.838862725,3.601934449,2.010722593,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Os2Cr2-Os,0.496644301,-0.095164519,2.202525459,-0.462083786,2.882677949,2.021753963,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Os2Mn2-Os,0.56193723,-0.458742381,1.856365367,-0.526236108,3.860525507,1.980593667,7.43,0,1.55,5.45,0.07,1.43,0.86
Os2Fe2-Os,0.673625503,-1.125979481,1.970163717,0.020651813,2.626499691,2.081762607,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Os2Co2-Os,0.774008606,-1.213753029,1.653959466,-0.105472933,3.960077414,2.098665539,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Os2Ni2-Os,0.875936093,-1.42532959,1.422593063,0.019276934,5.366837878,2.108656732,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Os2Cu2-Os,0.964753155,-2.539558658,1.177950906,0.786647754,7.64703734,2.105338619,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Os2Y2-Os,0.306342353,1.190339809,2.626838706,-0.687060625,2.717657607,1.843333118,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Os2Zr2-Os,0.361465123,0.852230002,2.744091418,-0.608518325,2.49022561,1.891696102,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Os2Nb2-Os,0.434512602,0.21384247,2.761137114,-0.494844211,2.368580859,1.999548172,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Os2Mo2-Os,0.52289348,-0.459704753,2.705214033,-0.328919678,2.31599412,2.18792284,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Os2Ru2-Os,0.724331469,-1.54347883,2.329258642,-0.008525457,2.595798038,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Os2Rh2-Os,0.8099041,-1.93227834,2.143953899,0.206135802,2.934739541,2.223700689,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Os2Pd2-Os,0.910630688,-2.691045212,1.859128236,0.541060069,3.679517241,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Os2Ag2-Os,0.970158425,-4.214789325,1.564685627,1.666282218,7.464440013,2.115256651,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Os2La2-Os,0.374442318,0.635708562,2.76793149,-0.819433446,4.383847465,1.634593718,5.77,0.5,1.1,3.3,2,1.92,1.58
Os2Ta2-Os,0.419567774,0.370725994,2.955864369,-0.489886528,2.29163962,1.961206185,7.89,0.32,1.5,4.86,2,1.62,1.34
Os2W2-Os,0.503173911,-0.357225043,2.937792992,-0.339004169,2.181821853,2.24682619,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Os2Re2-Os,0.640882261,-1.417426998,2.697833679,-0.230636963,2.104837436,2.105338619,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Os2Os2-Os,0.693388829,-1.69827329,2.742351653,0.031077219,2.250690353,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ir2-Os,0.787526119,-2.206996314,2.526550486,0.223914178,2.522997916,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Os2Pt2-Os,0.876079167,-2.839465254,2.24926782,0.490787865,3.054660112,2.223700689,9,2.13,2.28,6.74,-2.25,1.53,1.04
Os2Au2-Os,0.951611518,-4.094207038,1.936667219,1.1275289,4.849864094,2.296920647,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Ir2Sc2-Ir,0.189007921,1.711632683,2.304941115,-1.256506753,4.278889099,1.904397265,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Ir2Ti2-Ir,0.246632443,0.994660838,2.08065976,-1.083985382,4.261380407,1.976751572,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Ir2V2-Ir,0.374850587,0.167122933,2.029844633,-0.950600991,4.071110025,2.010722593,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Ir2Cr2-Ir,0.480232194,-0.001374097,2.295822132,-0.414626126,2.71236209,2.021753963,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Ir2Mn2-Ir,0.566790446,-0.491903544,1.730375624,-0.677640612,4.609898325,1.980593667,7.43,0,1.55,5.45,0.07,1.43,0.86
Ir2Fe2-Ir,0.667405526,-1.296347315,2.010337783,0.036980247,2.430008537,2.081762607,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Ir2Co2-Ir,0.767879275,-1.294550524,1.654163384,-0.110748931,3.733779854,2.098665539,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Ir2Ni2-Ir,0.871393856,-1.25906648,1.328568572,-0.253863139,6.209248565,2.108656732,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ir2Cu2-Ir,0.966063658,-2.234735409,1.126402162,0.392208334,7.757738794,2.105338619,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Ir2Y2-Ir,0.253033731,1.373122842,2.768431488,-0.843969212,2.907595624,1.843333118,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Ir2Zr2-Ir,0.313234559,0.932630352,2.820295859,-0.73007375,2.718753949,1.891696102,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Ir2Nb2-Ir,0.407655655,0.17089162,2.764568047,-0.594147994,2.56113782,1.999548172,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Ir2Mo2-Ir,0.505200886,-0.513653826,2.633219171,-0.442763933,2.501746853,2.18792284,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Ir2Ru2-Ir,0.717793932,-1.506713951,2.214435562,-0.166843908,2.800929363,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ir2Rh2-Ir,0.800828031,-1.817876063,2.038963549,0.041498349,3.131510265,2.223700689,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Ir2Pd2-Ir,0.909442573,-2.394382573,1.750100957,0.312152383,3.731970431,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ir2Ag2-Ir,0.973226143,-3.883082871,1.465298567,1.500593957,7.385651057,2.115256651,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ir2La2-Ir,0.312885527,0.906402107,2.909129101,-0.83949566,3.957300332,1.786955272,5.77,0.5,1.1,3.3,2,1.92,1.58
Ir2Ta2-Ir,0.387098003,0.319622146,2.966107524,-0.597401346,2.449114152,1.961206185,7.89,0.32,1.5,4.86,2,1.62,1.34
Ir2W2-Ir,0.474476708,-0.370590206,2.896650496,-0.440986815,2.326570239,2.24682619,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Ir2Re2-Ir,0.593730654,-1.125277288,2.771737271,-0.286032412,2.258394395,2.105338619,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Ir2Os2-Ir,0.681298135,-1.632564292,2.606332567,-0.109235291,2.388037534,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Ir2Ir2-Ir,0.7727709,-2.131776247,2.40127409,0.084322246,2.624811905,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Pt2-Ir,0.874863605,-2.613794115,2.132772329,0.333022057,3.094742799,2.223700689,9,2.13,2.28,6.74,-2.25,1.53,1.04
Ir2Au2-Ir,0.955399446,-3.766398668,1.827506443,0.9656501,4.716076743,2.296920647,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Pt2Sc2-Pt,0.176860896,1.433327797,2.27956683,-1.292087495,4.418481903,1.952612501,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Pt2Ti2-Pt,0.24224506,0.686421593,2.001262951,-1.120458236,4.552206957,2.026798663,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Pt2V2-Pt,0.363940505,0.128140123,2.043524843,-0.81973935,3.699127852,2.061629758,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Pt2Cr2-Pt,0.474154125,0.260521411,2.352259139,-0.329219583,2.440932534,2.072940417,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Pt2Mn2-Pt,0.552556719,-0.507949565,1.598832026,-0.77014085,5.091976871,2.030738032,7.43,0,1.55,5.45,0.07,1.43,0.86
Pt2Fe2-Pt,0.664745172,-1.464497427,2.039907476,0.076416426,2.18969872,2.134468352,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Pt2Co2-Pt,0.768021719,-1.46446737,1.660969569,-0.01156635,3.201637337,2.15179923,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Pt2Ni2-Pt,0.867736271,-1.162540883,1.268052899,-0.244129191,5.870374096,2.162043378,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Pt2Cu2-Pt,0.973053091,-1.766175943,1.039133365,0.021971807,8.040023826,2.158641257,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Pt2Y2-Pt,0.219248282,1.169090416,2.780514604,-0.920607605,3.025339544,1.890002341,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Pt2Zr2-Pt,0.294942693,0.76122346,2.771596091,-0.779293484,2.839367822,1.939589772,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Pt2Nb2-Pt,0.399724292,-0.000739026,2.655609702,-0.636615125,2.651337863,2.050172424,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Pt2Mo2-Pt,0.496563526,-0.587901935,2.458655185,-0.49275558,2.620199665,2.243316333,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Pt2Ru2-Pt,0.711387038,-1.331265841,2.010550506,-0.225163067,2.995023438,2.25569926,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Pt2Rh2-Pt,0.795502556,-1.474455698,1.825784606,-0.050606883,3.448333374,2.28,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Pt2Pd2-Pt,0.916069774,-1.875797159,1.561581089,0.112812681,3.992447074,2.25569926,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pt2Ag2-Pt,0.978920733,-3.481656359,1.316016381,1.440250022,7.806022831,2.168810392,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Pt2La2-Pt,0.271405459,0.857891193,2.910520172,-0.812389218,3.193885876,1.83219713,5.77,0.5,1.1,3.3,2,1.92,1.58
Pt2Ta2-Pt,0.374513627,0.201911205,2.886420668,-0.627292034,2.510608137,2.010859701,7.89,0.32,1.5,4.86,2,1.62,1.34
Pt2W2-Pt,0.469581457,-0.492199926,2.722051894,-0.474526327,2.403792229,2.303710988,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Pt2Re2-Pt,0.582532848,-1.10421892,2.564814334,-0.309652284,2.399782039,2.158641257,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Pt2Os2-Pt,0.680495973,-1.52585045,2.367143334,-0.160039874,2.511793711,2.25569926,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Pt2Ir2-Pt,0.772785748,-1.771558885,2.160834262,0.002887039,2.773630807,2.25569926,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Pt2Pt2-Pt,0.877173576,-2.116333654,1.8980136,0.208080793,3.249208186,2.28,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Au2-Pt,0.96459469,-3.227738989,1.628253671,0.861399577,4.851274262,2.355073729,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Sc2-Au,0.171264269,1.211009004,2.022403119,-1.458391448,5.834646075,2.105936511,6.56,0.19,1.36,3.84,1.5,1.81,1.24
Au2Ti2-Au,0.23574782,0.660123864,1.710378865,-1.18597524,6.342836921,2.185947956,6.83,0.08,1.54,4.63,1.5,1.61,1.08
Au2V2-Au,0.364719923,0.660909338,2.01480864,-0.665635365,3.743217911,2.223514075,6.75,0.53,1.63,4.88,1.06,1.49,0.98
Au2Cr2-Au,0.486966098,0.607555414,2.353816258,-0.279562981,2.463527868,2.235712876,6.77,0.67,1.66,5.27,0.16,1.42,0.9
Au2Mn2-Au,0.537766347,-0.84610201,2.447635586,0.05613542,1.825791433,2.190196654,7.43,0,1.55,5.45,0.07,1.43,0.86
Au2Fe2-Au,0.65963967,-1.272081352,1.890370821,0.061882417,2.499056183,2.302072138,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
Au2Co2-Au,0.778386394,-1.219205691,1.51701369,-0.086998696,4.170300069,2.320763879,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Au2Ni2-Au,0.887771024,-0.748240947,1.113445521,-0.603117247,9.849295156,2.331812423,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Au2Cu2-Au,0.978314274,-1.935018337,0.976794105,-0.094199197,11.69930818,2.328143159,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Au2Y2-Au,0.210157017,1.273646592,2.628214909,-1.059156452,3.84622099,2.038410045,6.22,0.31,1.22,3.42,1.95,1.99,1.58
Au2Zr2-Au,0.289873876,0.78067355,2.465875039,-0.95369342,3.678480213,2.091891205,6.63,0.43,1.33,4.35,1.95,1.77,1.41
Au2Nb2-Au,0.401306988,0.024723196,2.291404275,-0.817846447,3.635916871,2.211157083,6.76,0.9,1.6,4.69,1.41,1.62,1.28
Au2Mo2-Au,0.511509583,-0.304243422,2.118619671,-0.672499254,3.636460839,2.419467134,7.09,0.75,2.16,5.09,0.35,1.55,1.2
Au2Ru2-Au,0.706468687,-0.94712053,1.805355483,-0.327939438,3.798989862,2.4328224,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Au2Rh2-Au,0.809117932,-0.995855982,1.583548463,-0.243016271,4.851496441,2.459031294,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Au2Pd2-Au,0.92771464,-1.407902895,1.394085829,-0.200461465,5.594370289,2.4328224,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Au2Ag2-Au,0.982664187,-3.822701562,1.213701156,1.809321836,11.82619066,2.339110801,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Au2La2-Au,0.258750855,0.909312898,2.716098197,-0.952311159,3.478542527,1.976065824,5.77,0.5,1.1,3.3,2,1.92,1.58
Au2Ta2-Au,0.372595585,0.184755954,2.489617812,-0.813256827,3.348545074,2.168757427,7.89,0.32,1.5,4.86,2,1.62,1.34
Au2W2-Au,0.468799872,-0.276290455,2.331917076,-0.655385064,3.351724626,2.484604129,7.98,0.86,2.36,5.09,0.77,1.56,1.27
Au2Re2-Au,0.597775344,-0.72316809,2.196622482,-0.510542942,3.296290336,2.328143159,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Au2Os2-Au,0.694830477,-1.006962155,2.020161986,-0.401856996,3.46840556,2.4328224,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Au2Ir2-Au,0.795005389,-1.178761735,1.842446891,-0.23476847,3.843025782,2.4328224,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Au2Pt2-Au,0.897802894,-1.552033974,1.666136144,-0.01081208,4.341033938,2.459031294,9,2.13,2.28,6.74,-2.25,1.53,1.04
Au2Au2-Au,0.968676644,-3.329902816,1.45273455,1.015608714,6.881214689,2.54,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
CoSc3-Co,0.272103212,1.282545533,2.280876805,-0.401398441,2.461653725,1.598999687,6.56,0.19,1.36,3.84,1.5,1.81,1.24
CoTi3-Co,0.303307804,1.113132078,2.233003218,-0.459236871,2.395828372,1.701528724,6.83,0.08,1.54,4.63,1.5,1.61,1.08
CoV3-Co,0.404403758,0.338088744,2.110358241,-0.362623895,2.495266472,1.750542773,6.75,0.53,1.63,4.88,1.06,1.49,0.98
CoCr3-Co,0.503567974,-0.30157734,2.000008114,-0.258189518,2.643459365,1.792129875,6.77,0.67,1.66,5.27,0.16,1.42,0.9
CoFe3-Co,0.689476047,-0.977923803,1.978505444,0.232546289,2.528701242,1.854831529,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
CoCo3-Co,0.773852001,-1.191808411,1.525578912,0.196888822,3.986478676,1.88,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoNi3-Co,0.881807675,-1.625092822,1.454589314,0.488397044,4.739356141,1.89148229,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
CoCu3-Co,0.970560609,-2.585152621,1.186581811,1.037362477,7.521236838,1.889973545,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
CoY3-Co,0.348279794,0.714553941,2.531988992,-0.199711472,2.271061634,1.514463601,6.22,0.31,1.22,3.42,1.95,1.99,1.58
CoZr3-Co,0.423133318,0.299948564,2.693137108,-0.110403775,1.988564855,1.581265316,6.63,0.43,1.33,4.35,1.95,1.77,1.41
CoNb3-Co,0.462914298,0.108514803,2.946691262,-0.048393269,1.873128539,1.734358671,6.76,0.9,1.6,4.69,1.41,1.62,1.28
CoMo3-Co,0.537553346,-0.50279911,2.824708485,-0.030103072,1.858334627,2.015142675,7.09,0.75,2.16,5.09,0.35,1.55,1.2
CoRu3-Co,0.719072777,-1.813761591,2.494373489,0.145545639,2.213932846,2.033715811,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
CoRh3-Co,0.807820088,-2.151012194,2.3329732,0.2745994,2.540532806,2.070362287,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
CoPd3-Co,0.919481801,-2.835971977,2.03197956,0.434876111,3.090554503,2.033715811,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
CoAg3-Co,0.978264397,-4.545849136,1.719513475,1.045824393,6.147485868,1.904835951,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
CoLa3-Co,0.333453688,0.987864755,2.805118646,-1.459045968,9.005880056,1.438054241,5.77,0.5,1.1,3.3,2,1.92,1.58
CoTa3-Co,0.458701516,-0.281734762,2.909815579,-0.040863513,1.919032888,1.679285562,7.89,0.32,1.5,4.86,2,1.62,1.34
CoW3-Co,0.522393151,-0.553798842,3.197853264,-0.014107601,1.833390923,2.106371287,7.98,0.86,2.36,5.09,0.77,1.56,1.27
CoRe3-Co,0.662575993,-1.692255217,2.902838988,0.049931743,1.813065506,1.889973545,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
CoOs3-Co,0.694413671,-2.126795974,2.988060728,0.120731315,2.033407973,2.033715811,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
CoIr3-Co,0.78743536,-2.703983485,2.855199914,0.199606786,2.331534995,2.033715811,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
CoPt3-Co,0.880820633,-3.224796982,2.642698838,0.298631212,2.699246175,2.070362287,9,2.13,2.28,6.74,-2.25,1.53,1.04
NiSc3-Ni,0.227135783,1.41564135,2.35766111,-0.442955067,2.565793299,1.611707169,6.56,0.19,1.36,3.84,1.5,1.81,1.24
NiTi3-Ni,0.283853339,1.084565845,2.181740315,-0.486074844,2.586275076,1.71505102,6.83,0.08,1.54,4.63,1.5,1.61,1.08
NiV3-Ni,0.397114138,0.286513881,2.054108168,-0.360034642,2.708870855,1.76445459,6.75,0.53,1.63,4.88,1.06,1.49,0.98
NiCr3-Ni,0.503569752,-0.309652038,1.906205579,-0.26310215,2.876949274,1.792008472,6.77,0.67,1.66,5.27,0.16,1.42,0.9
NiMn3-Ni,0.573930381,-0.556323087,1.744717062,-0.032878402,3.280652844,1.762577046,7.43,0,1.55,5.45,0.07,1.43,0.86
NiFe3-Ni,0.678415958,-1.108233418,1.982425983,0.246834984,2.498489223,1.869572144,7.9,0.15,1.83,5.54,-0.92,1.41,0.8
NiCo3-Ni,0.774016298,-1.435089908,1.688414647,0.336252442,3.28674239,1.896304745,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
NiNi3-Ni,0.868536768,-1.411365263,1.373783112,0.459400788,4.938422317,1.91,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiCu3-Ni,0.970816819,-2.329043312,1.141705213,1.036347592,7.641833582,1.904993438,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
NiY3-Ni,0.308390523,0.715704479,2.531323032,-0.261281519,2.335357947,1.526499263,6.22,0.31,1.22,3.42,1.95,1.99,1.58
NiZr3-Ni,0.360620277,0.338476279,2.640229716,-0.147248137,2.081393849,1.593831861,6.63,0.43,1.33,4.35,1.95,1.77,1.41
NiNb3-Ni,0.444331579,0.156346345,2.902286669,-0.088515914,1.917341793,1.748141871,6.76,0.9,1.6,4.69,1.41,1.62,1.28
NiMo3-Ni,0.520551586,-0.546889485,2.785385541,-0.042392457,1.900894355,2.031157306,7.09,0.75,2.16,5.09,0.35,1.55,1.2
NiRu3-Ni,0.716254378,-1.743838149,2.372197016,0.167114774,2.307061653,2.049878045,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
NiRh3-Ni,0.80532388,-2.032589393,2.215174318,0.299057419,2.6636942,2.086815756,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
NiPd3-Ni,0.91677893,-2.5865779,1.935300494,0.4632985,3.218870896,2.049878045,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
NiAg3-Ni,0.976276387,-4.400647982,1.673875935,1.198108201,6.537852809,1.919973958,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
NiLa3-Ni,0.385820489,0.05755577,3.129384658,-1.039356613,5.772909242,1.449482666,5.77,0.5,1.1,3.3,2,1.92,1.58
NiTa3-Ni,0.427308186,-0.183026248,2.914826374,-0.056257942,1.990356987,1.692631088,7.89,0.32,1.5,4.86,2,1.62,1.34
NiW3-Ni,0.51108815,-0.462826289,3.124137456,-0.035366475,1.859044613,2.123110925,7.98,0.86,2.36,5.09,0.77,1.56,1.27
NiRe3-Ni,0.620723034,-1.287465344,2.951103655,0.055335242,1.883769497,1.904993438,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
