name,filling,center,sigma_c,skewness,kurtosis,local_Pauling,IonizationPotential,ElectronAffinity,Pauling,WorkFunction,dBandCenter,AtomicRadius,OrbitalRadius
Pd2Ag2-Pd,0.927443958,-1.656219297,1.448741667,0.184845935,4.49692555,2.087740577,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2La2-Pd,0.928003729,-2.902478806,1.682905489,1.537119993,7.042967714,1.667288223,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Ta2-Pd,0.916640842,-2.478812388,1.691861451,1.181273628,5.309926479,1.887513698,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2W2-Pd,0.913070533,-2.407703825,1.666221622,0.905922928,4.595995488,2.262655365,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Re2-Pd,0.912790639,-2.268478306,1.615338913,0.65849267,4.159527529,2.074698767,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Os2-Pd,0.911677325,-2.104888873,1.570715401,0.474106554,3.970118129,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Ir2-Pd,0.911512366,-1.925054488,1.540687594,0.353601149,3.948468508,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Pt2-Pd,0.914150511,-1.792938807,1.522816617,0.242184408,3.890472416,2.231657523,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd2Au2-Pd,0.925435511,-1.728459175,1.538233393,0.030050444,4.180795981,2.330167256,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ag2Sc2-Ag,0.976548829,-4.351067195,1.21372167,3.355653937,18.60895211,1.677837701,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Ti2-Ag,0.978488613,-4.163672197,1.127931949,3.061077684,17.48416321,1.763366857,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2V2-Ag,0.978255613,-4.083212839,1.164743301,3.142381301,18.17501585,1.803887409,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Cr2-Ag,0.980584194,-4.105515657,1.161354293,3.180206514,19.01253953,1.817094947,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Mn2-Ag,0.978939233,-4.102853909,1.156749265,2.993706917,18.27463095,1.767938139,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Fe2-Ag,0.980981898,-3.976525099,1.112792019,2.926381272,18.48303249,1.889360456,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Co2-Ag,0.980922932,-3.81172053,1.096400807,2.858021999,18.3930556,1.909842375,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Ni2-Ag,0.981313395,-3.676353838,1.082135777,2.815415185,18.29042322,1.921974991,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Cu2-Ag,0.982497672,-3.911946202,1.104016532,2.83317393,18.65439924,1.917943573,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Y2-Ag,0.972797918,-4.567791327,1.348456339,3.522163828,19.01590448,1.606491077,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Zr2-Ag,0.971733222,-4.389847958,1.336897043,3.2312564,16.75326879,1.662934111,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Nb2-Ag,0.97173618,-4.172780177,1.276777515,2.922601156,14.88137106,1.790533202,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Mo2-Ag,0.974283357,-3.91169196,1.222640378,2.718027771,14.00517595,2.018905011,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Ru2-Ag,0.977621098,-3.617011823,1.137066004,2.402670737,13.28134494,2.033777591,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Rh2-Ag,0.979089893,-3.496682609,1.106130973,2.398478145,13.79083616,2.06304321,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Pd2-Ag,0.981926368,-3.470172202,1.091767681,2.234333437,13.42847835,2.033777591,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Ag2-Ag,0.979916496,-3.976128879,1.130815859,2.414728581,16.55953151,1.93,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2La2-Ag,0.974714752,-4.52555128,1.321108585,3.399683123,18.74268804,1.541315193,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Ta2-Ag,0.970021876,-4.217503844,1.320744831,2.952329142,15.01387309,1.744901392,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2W2-Ag,0.971454351,-3.959064147,1.268572804,2.681076074,13.64563596,2.091698989,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Re2-Ag,0.974326714,-3.797862625,1.23200925,2.418678428,12.44568519,1.917943573,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Os2-Ag,0.975036192,-3.607088966,1.1896011,2.262724556,11.98495974,2.033777591,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Ir2-Ag,0.976513694,-3.509187578,1.168520007,2.201136086,12.11114533,2.033777591,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Pt2-Ag,0.979551092,-3.428252497,1.151079722,2.098355401,12.13295942,2.06304321,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag2Au2-Ag,0.982650181,-3.905190474,1.186138736,2.074924977,13.62058279,2.154109976,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Os2Sc2-Os,0.741789253,-1.385633157,2.362686948,0.299011475,2.668484512,1.814968834,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ti2-Os,0.732421274,-1.461256969,2.41889657,0.211574642,2.469510436,1.907488362,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2V2-Os,0.709188332,-1.503431689,2.505416214,0.125892391,2.318319485,1.951320694,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Cr2-Os,0.703474855,-1.504021466,2.498557671,0.113316414,2.370535368,1.965607695,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Mn2-Os,0.69647966,-1.581579058,2.507810292,0.06533541,2.378962614,1.912433258,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Fe2-Os,0.703560622,-1.542191123,2.459169499,0.052165824,2.437756092,2.043779527,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Co2-Os,0.69618426,-1.586401717,2.468801989,0.043632654,2.443441348,2.065935451,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ni2-Os,0.699744107,-1.589640246,2.451926812,0.048114828,2.480279129,2.079059677,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Cu2-Os,0.703586209,-1.493637049,2.41745335,0.009511561,2.558142712,2.074698767,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Y2-Os,0.737585511,-1.451543135,2.454640733,0.357662642,2.712144651,1.737790988,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Zr2-Os,0.728802759,-1.438193779,2.555902369,0.334213826,2.528552714,1.79884716,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Nb2-Os,0.710929768,-1.510811206,2.652951253,0.262020295,2.365804694,1.936875036,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Mo2-Os,0.698663196,-1.584259249,2.704593352,0.181418492,2.27667868,2.183911871,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ru2-Os,0.68926688,-1.648275701,2.629188192,0.039402304,2.230269104,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Rh2-Os,0.695458667,-1.665506157,2.59237152,0.016041399,2.276714071,2.231657523,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Pd2-Os,0.69672249,-1.601517765,2.533324078,-0.048399483,2.344680349,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ag2-Os,0.706264485,-1.516480006,2.497244597,-0.103755633,2.566472885,2.087740577,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2La2-Os,0.738797117,-1.594305809,2.473209006,0.270238707,2.799197488,1.667288223,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ta2-Os,0.716087259,-1.559930583,2.702156726,0.292304901,2.411491321,1.887513698,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2W2-Os,0.705264357,-1.653053034,2.770285349,0.210034761,2.318556023,2.262655365,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Re2-Os,0.729406831,-1.919925282,2.58455643,-0.005337409,2.167942558,2.074698767,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Os2-Os,0.693401301,-1.698299232,2.742329259,0.031061443,2.250668515,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Ir2-Os,0.693068638,-1.717206767,2.718064657,-0.020891743,2.26111211,2.2,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Pt2-Os,0.696314052,-1.716294767,2.672094667,-0.069045353,2.306956389,2.231657523,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os2Au2-Os,0.702700498,-1.616972767,2.613987808,-0.158586031,2.503449202,2.330167256,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Ir2Sc2-Ir,0.80453357,-1.769420619,2.299728865,0.538393414,3.188044962,1.814968834,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Ti2-Ir,0.801771243,-1.911372074,2.286604243,0.398340506,2.932464471,1.907488362,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2V2-Ir,0.787174468,-1.929346821,2.287358129,0.28430757,2.806838509,1.951320694,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Cr2-Ir,0.790080409,-1.92542805,2.262641075,0.284184407,2.885301054,1.965607695,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Mn2-Ir,0.784652205,-1.973685368,2.237409529,0.195535624,2.896124574,1.912433258,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Fe2-Ir,0.794629784,-1.889424836,2.193963496,0.173077813,2.958737121,2.043779527,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Co2-Ir,0.787268536,-1.884912196,2.184177464,0.134455937,2.960469578,2.065935451,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Ni2-Ir,0.782472898,-1.864683974,2.160621499,0.126487547,3.013487516,2.079059677,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Cu2-Ir,0.789096692,-1.776514632,2.139382057,0.096620776,3.045258731,2.074698767,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Y2-Ir,0.805782738,-1.830218783,2.337316465,0.62252921,3.329676733,1.737790988,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Zr2-Ir,0.797969945,-1.96667173,2.419727219,0.543008114,2.99108648,1.79884716,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Nb2-Ir,0.788865513,-2.010861068,2.456078769,0.445420097,2.798991578,1.936875036,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Mo2-Ir,0.78226554,-2.040780103,2.431460196,0.324707308,2.670676972,2.183911871,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Ru2-Ir,0.779644338,-2.047656784,2.321506879,0.156455802,2.648041107,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Rh2-Ir,0.781166828,-2.001134197,2.285253433,0.113835434,2.713223531,2.231657523,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Pd2-Ir,0.783265008,-1.890902523,2.231177339,0.049598077,2.759973498,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Ag2-Ir,0.795187352,-1.817849836,2.215256165,-0.003510002,2.951010927,2.087740577,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2La2-Ir,0.808464711,-1.938938065,2.348498004,0.532023336,3.437807435,1.667288223,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Ta2-Ir,0.790633684,-2.062200405,2.493638409,0.452867756,2.820062624,1.887513698,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2W2-Ir,0.783677655,-2.090760018,2.510857003,0.354688427,2.714356044,2.262655365,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Re2-Ir,0.785886684,-2.101984566,2.456695546,0.216414747,2.610003844,2.074698767,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Os2-Ir,0.777771838,-2.111866852,2.433869297,0.145701161,2.606436694,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Ir2-Ir,0.772868279,-2.132659248,2.401270602,0.084761765,2.624798985,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Pt2-Ir,0.782478367,-2.019720685,2.358225842,0.017062146,2.660906979,2.231657523,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir2Au2-Ir,0.791292371,-1.926553471,2.318283771,-0.063165909,2.825947071,2.330167256,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Pt2Sc2-Pt,0.89467923,-2.411948977,1.968925163,0.930310128,4.247712575,1.854284942,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Ti2-Pt,0.898099826,-2.49237469,1.890309371,0.692997463,3.822783697,1.948808641,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2V2-Pt,0.886529453,-2.344829493,1.878061871,0.60055236,3.711904172,1.993590475,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Cr2-Pt,0.89219906,-2.176539658,1.852048192,0.587305232,3.850163908,2.008186963,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Mn2-Pt,0.883063262,-2.272260583,1.824063144,0.452670003,3.754567753,1.953860655,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Fe2-Pt,0.895967611,-2.154112337,1.802704412,0.394777728,3.800686125,2.088052164,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Co2-Pt,0.894089118,-2.13650913,1.790564552,0.340183752,3.76635729,2.110688033,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Ni2-Pt,0.889034485,-2.01756201,1.764066555,0.327710859,3.777274695,2.124096558,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Cu2-Pt,0.89630533,-1.9390685,1.754293328,0.291194366,3.761197853,2.119641181,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Y2-Pt,0.892004868,-2.599785882,2.033555185,1.086764145,4.524114467,1.775435259,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Zr2-Pt,0.88513924,-2.606759464,2.073657807,0.956957943,4.104821775,1.837814038,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Nb2-Pt,0.881343833,-2.506727001,2.043658799,0.783044812,3.743649964,1.978831893,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Mo2-Pt,0.877093185,-2.373636667,1.959989886,0.598362718,3.485475593,2.231220074,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Ru2-Pt,0.879679884,-2.201961591,1.859671622,0.382824865,3.380086312,2.247656707,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Rh2-Pt,0.878685563,-2.102441604,1.838478657,0.343167416,3.430732721,2.28,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Pd2-Pt,0.885057613,-2.029765401,1.814200122,0.272732014,3.379630929,2.247656707,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Ag2-Pt,0.895570977,-2.003705747,1.833511487,0.163731352,3.537663203,2.132965504,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2La2-Pt,0.892251176,-2.671832418,2.040628073,1.036241564,4.771048931,1.703405253,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Ta2-Pt,0.880161064,-2.537933792,2.110394117,0.813652898,3.877429332,1.928401283,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2W2-Pt,0.878096515,-2.461128837,2.046899741,0.627050043,3.570514757,2.311669321,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Re2-Pt,0.877764404,-2.391857738,1.997056302,0.458394242,3.365532465,2.119641181,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Os2-Pt,0.876048381,-2.296799665,1.948347521,0.33679986,3.292456191,2.247656707,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Ir2-Pt,0.875165406,-2.17929446,1.919042278,0.26414146,3.282602774,2.247656707,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Pt2-Pt,0.877249873,-2.116947967,1.897980076,0.208376842,3.249394845,2.28,9,2.13,2.28,6.74,-2.25,1.53,1.04
Pt2Au2-Pt,0.892535935,-2.077005085,1.911591476,0.107491961,3.329942003,2.380643664,9,2.13,2.28,6.74,-2.25,1.53,1.04
Au2Sc2-Au,0.964377742,-3.799843521,1.469427945,2.065607839,9.816783242,1.978407699,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Ti2-Au,0.967751794,-3.635429478,1.369147691,1.763399836,9.004819952,2.079258657,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2V2-Au,0.964932263,-3.440018818,1.399444926,1.782057091,9.078975625,2.127038113,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Cr2-Au,0.969106269,-3.442153546,1.410340146,1.753694206,9.231169062,2.142611666,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Mn2-Au,0.967476079,-3.500349514,1.406015239,1.631520704,9.040638996,2.084648844,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Fe2-Au,0.969667931,-3.365174649,1.351020196,1.540017795,8.982923345,2.227822911,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Co2-Au,0.969853218,-3.25214427,1.348227577,1.439399156,8.763126614,2.251973987,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Ni2-Au,0.969815052,-3.133410218,1.360983209,1.34889178,8.336160994,2.266280056,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Cu2-Au,0.972242925,-3.284557533,1.36992858,1.361083797,8.542123203,2.261526444,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Y2-Au,0.95951553,-4.031547992,1.573033289,2.336756405,10.76979718,1.894279949,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Zr2-Au,0.958821304,-3.775008606,1.540951153,2.180528571,9.986355031,1.96083426,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Nb2-Au,0.957426088,-3.652729646,1.505099002,1.831401436,8.403022735,2.111291616,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Mo2-Au,0.959674077,-3.449513576,1.466916144,1.60108988,7.588549521,2.380574243,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Ru2-Au,0.963385247,-3.128896458,1.395265481,1.29581015,7.003887872,2.398111117,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Rh2-Au,0.96511374,-2.981889929,1.372060904,1.246974003,7.060422801,2.432619416,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Pd2-Au,0.969378459,-2.910998357,1.364638647,1.098888408,6.739728097,2.398111117,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Ag2-Au,0.973058267,-3.355111017,1.388981035,1.170187893,7.956984056,2.275742675,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2La2-Au,0.961247917,-4.194514306,1.606062446,2.311715942,10.7217345,1.817428374,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Ta2-Au,0.955845141,-3.674596494,1.546240148,1.89273067,8.784164579,2.057485265,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2W2-Au,0.955564528,-3.47190465,1.492015977,1.639361487,7.864272585,2.466408629,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Re2-Au,0.959812235,-3.398799764,1.49391835,1.392370509,6.938443667,2.261526444,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Os2-Au,0.96021299,-3.219961816,1.457824041,1.256051974,6.644261809,2.398111117,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Ir2-Au,0.961904807,-3.094599417,1.443385518,1.185661132,6.538100452,2.398111117,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Pt2-Au,0.965765677,-2.984638891,1.42730951,1.082553572,6.425540151,2.432619416,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au2Au2-Au,0.968676482,-3.329924452,1.452737489,1.015633156,6.881269606,2.54,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
CoSc3-Co,0.812576544,-1.220268958,1.624064808,1.084304675,4.343185597,1.619037096,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoTi3-Co,0.810509492,-1.31360885,1.67918557,0.939026687,4.092244521,1.714634202,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoV3-Co,0.793996661,-1.322980003,1.701705515,0.722431257,3.691491809,1.760176416,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoCr3-Co,0.784972097,-1.344411601,1.656777043,0.49082039,3.4765799,1.775054965,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoFe3-Co,0.788868951,-1.190849935,1.712665843,0.35423673,3.384842599,1.856755545,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoCo3-Co,0.775102109,-1.196786399,1.525308788,0.200228834,3.98851329,1.88,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoNi3-Co,0.778942404,-1.477742233,1.736425366,0.304545726,3.24161816,1.893787149,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoCu3-Co,0.787094974,-1.394906224,1.714098749,0.197436538,3.431933895,1.889204474,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoY3-Co,0.808592384,-1.305172956,1.670511256,0.957875801,4.264891078,1.539862138,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoZr3-Co,0.80330353,-1.360821799,1.774186178,0.82242117,3.707361232,1.60245467,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoNb3-Co,0.800827421,-1.450945186,1.84281217,0.640660866,3.481999414,1.745149672,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoMo3-Co,0.79219894,-1.424427326,1.905019353,0.486179165,3.330507511,2.004410767,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoRu3-Co,0.772881134,-1.447385487,1.932247655,0.086728023,2.977606139,2.021457871,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoRh3-Co,0.777331141,-1.492073485,1.893365754,0.028214054,3.078774623,2.055058343,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoPd3-Co,0.776583986,-1.535079192,1.896719153,-0.026302253,3.012459766,2.021457871,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoAg3-Co,0.78401587,-1.46514484,1.765963007,-0.119950458,3.712366386,1.9029139,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoLa3-Co,0.793792181,-0.769115978,1.47871207,0.365963721,11.41868224,1.375238969,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoTa3-Co,0.803471724,-1.526494437,1.866148958,0.550008276,3.344228084,1.693933458,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoW3-Co,0.798948074,-1.60276854,1.981637777,0.444901197,3.584838085,2.088029785,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoRe3-Co,0.79423343,-1.309674353,1.620364354,-0.160537898,3.661941238,1.891974594,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoOs3-Co,0.780795188,-1.458846602,2.07410453,-0.005114281,3.40293731,2.065935451,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoIr3-Co,0.783842508,-1.523660082,2.042797698,-0.207479565,3.438859234,2.021457871,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
CoPt3-Co,0.777289678,-1.580748671,2.046712636,-0.295529117,3.382431055,2.055058343,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
NiSc3-Ni,0.881553026,-1.983553211,1.542449977,1.646985738,6.330755741,1.632897791,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiTi3-Ni,0.885331432,-1.937803729,1.566142777,1.477688039,5.936408873,1.729313311,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiV3-Ni,0.875860447,-1.79017907,1.524028712,1.137136729,5.026558904,1.73670442,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiCr3-Ni,0.874967866,-1.641062784,1.437283781,0.856646658,4.781012063,1.755812755,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiMn3-Ni,0.872639474,-1.454103124,1.379283317,0.686504395,4.972158274,1.685048346,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiFe3-Ni,0.878621115,-1.532409785,1.440598288,0.622201558,4.885310975,1.872651365,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiCo3-Ni,0.875552031,-1.521494662,1.408206695,0.499246478,4.887211973,1.891943037,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiNi3-Ni,0.867716853,-1.405790032,1.374056827,0.454568849,4.933961105,1.91,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiCu3-Ni,0.884355253,-1.161261237,1.341880545,0.186548578,5.339839822,1.905378092,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiY3-Ni,0.883337827,-2.00515456,1.559324062,1.54338681,5.964090137,1.553045011,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiZr3-Ni,0.877568004,-1.976393881,1.619594949,1.290047579,5.018868441,1.616173402,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiNb3-Ni,0.874298823,-1.991333623,1.700263422,1.099055031,4.797406385,1.760090027,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiMo3-Ni,0.8700076,-1.86799269,1.711213577,0.895481324,4.696146401,2.056295843,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiRu3-Ni,0.869660018,-1.547902778,1.588702959,0.189660626,4.066856075,2.079059677,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiRh3-Ni,0.871594496,-1.544941269,1.562271448,0.108607639,4.199252485,2.124096558,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiPd3-Ni,0.871970258,-1.369956769,1.511309987,-0.098420582,4.475908629,2.079059677,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiAg3-Ni,0.88897108,-1.173128764,1.451876835,-0.488184913,6.104965934,1.919204885,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiLa3-Ni,0.88855272,-1.973048301,1.579704394,0.941485583,7.843763992,1.480573512,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiTa3-Ni,0.872930629,-2.10821657,1.725164372,1.012378892,4.640100765,1.708435346,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiW3-Ni,0.872011979,-1.965781066,1.798330568,0.910679512,5.066493472,2.168505603,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiRe3-Ni,0.873809534,-1.372390683,1.530414701,0.39234376,5.128442125,1.903993702,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiOs3-Ni,0.875521564,-1.561495165,1.637872241,-0.002521837,4.632805664,2.079059677,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiIr3-Ni,0.871241037,-1.584917177,1.715779964,-0.181129249,4.386561686,2.079059677,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
NiPt3-Ni,0.872781435,-1.524072857,1.678512619,-0.382415789,4.628608302,2.124096558,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
